Título,Autor,Editora,Páginas,Formato,Peso,Acabamento,Categoria,Edição,Preço
BÍBLIA DE ESTUDO DA FÉ REFORMADA | PU PRETO,R. C. Sproul,Ministério Ligonier e Editora Fiel,2552,18.20 x 24.20 cm,1813 g,Capa Luxo (PU) - Preto,"Bíblias, Bíblia de Estudo",2021,365.90
BÍBLIA DE ESTUDO DA FÉ REFORMADA | PU VINHO,R. C. Sproul,Ministério Ligonier e Editora Fiel,2552,18.20 x 24.20 cm,1820 g,Capa Luxo (PU) - Vinho,"Bíblias, Bíblia de Estudo",2021,365.90
Vozes: Em quem confiar - Revista para EBD e Pequenos Grupos,Mez McConnel,Editora Fiel,104 páginas,15.50 x 22.50 cm,166.00 g.,Brochura,EBD e Pequenos Grupos,2021,14.00
A família do pastor: Pastoreando sua família em meio aos desafios do ministério pastoral,Brian & Cara Croft,Editora Fiel,248,14.00 x 21.00 cm,284 g.,Brochura,"Ministério Pastoral, Vida Cristã",2021,62.50
Paixão e pureza: aprendendo a deixar sua vida amorosa sob o controle de Cristo,Elizabeth Elliot,Editora Fiel,256,14.00 x 21.00 cm,282 g.,Brochura,"Mulheres, Vida Cristã",2021,53.98
Batalha espiritual: firmeza contra os ataques do inimigo,David Powlison,Editora Fiel,136,14.00 x 21.00 cm,156 g.,Brochura,Vida Cristã,2021,48.70
Deus me fez especial: ajudando crianças a verem o valor de cada pessoa,"Chonda Ralston,  Joni Eareckson Tada & Trish Mahoney",Editora Fiel,32 p.,21.60 x 21.60 cm,135 g.,Brochura,Infantil,2021,45.00
Que eu diminua: Encontrando alegria duradoura na era do eu,Jen Oshman,Editora Fiel,192,14.00 x 21.00 cm,216.00 g.,Brochura,"Mulheres, Vida Cristã",2021,51.63
Santidade, John Webster,Editora Fiel,144 p.,14.00 x 21.00 cm,172.00 g.,Brochura,"Vida Cristã, Teologia, Santidade",2021,43.45
Igreja é essencial: Redescobrindo a importância do corpo de Cristo,Collin Hansen & Jonathan Leeman,Editora Fiel,176,14.00 x 21.00 cm,204.00 g.,Brochura,Igreja,2021,45.90
Boas-novas de grande alegria: 25 devocionais para o Natal,John Piper,Editora Fiel,144,14.00 x 21.00 cm,162.00 g.,Brochura,"Devocional, Natal",2021,46.80
Deus fez meninos e meninas: Ajudando as crianças a entenderem o dom do gênero,Marty Machowski,Editora Fiel,32 páginas,21.60 x 21.60 cm,133 g.,Brochura,Infantil,2021,45.00
Henrique diz adeus: Quando você estiver triste,Edward T. Welch,Editora Fiel,32 páginas,21.60 x 21.60 cm,133 g.,Brochura,Infantil,2021,37.90
Laura sai do casco: Quando você estiver sozinho,Jayne V. Clark,Editora Fiel,32 páginas,21.60 x 21.60 cm,134 g.,Brochura,Infantil,2021,37.90
Vivendo em união com cristo: O evangelho de Paulo e a identidade moral cristã,Grant Macaskill,Editora Fiel,264,14.00 x 21.00 cm,292.00 g.,Brochura,Teologia,2021,70.45
Deus me criou - vou proteger meu corpo,Andrea Espírito Santo,Editora Cristã Evangélica,,15.5 x 22.5 cm,49 g.,Brochura,Infantil,2021,39.76
Esperança na solidão: encontrando Deus no deserto,Elisabeth Elliot,Editora Fiel,216 páginas,14.00 x 21.00 cm,242.00 g.,Brochura,"Mulheres, Vida Cristã",2022,53.20
O temor do Senhor: experimente a alegria de conhecer a Deus,Michael Reeves,Editora Fiel,216 páginas,14.00 x 21.00 cm,242 g.,Brochura,Vida Cristã,2022,61.50
Tomando Decisões Segundo a vontade de Deus,Heber Campos Jr.,Editora Fiel,160 páginas,14.00 x 21.00 cm,191g.,Brochura,Vida Cristã,2022,42.20
Uma vida de obediência: 7 disciplinas para a vida do cristão,Elisabeth Elliot,Editora Fiel,208 páginas,14.00 x 21.00 cm,233 g.,Brochura,"Mulheres, Vida Cristã",2022,49.30
"Igreja regenerada: Uma eclesiologia bíblica, histórica e contemporânea",David Allen Bledsoe,Editora Fiel,528 páginas,16.00 x 23.00 cm,875.00 g.,Capa Dura,"Igreja, Doutrina bíblica",2022,126.40
Batismo: A porta de entrada na membresia da igreja,Bobby Jamieson,Editora Fiel,396 páginas,14.00 x 21.00 cm,428g,Brochura,Teologia,2022,86.25
"Box: Fortalecendo o seu casamento do ""Sim"" ao ""Para Sempre""",Dave Harvey,Editora Fiel,864,14.00 x 21.00 cm,1288 g,,Família e Relacionamento,2022,355.00
O duelo científico do século (Darwin vs. Behe): Darwin pela Evolução contra Michael Behe pelo Design Inteligente,Marcos Eberlin,,105 páginas,30.00 x 22.00 cm,420.00 g.,Brochura,"Ciência, Biologia, Teologia, Filosofia",2021,72.80
Organize suas emoções,J. Alasdair Groves e Winston T. Smith,Editora Fiel,304 páginas,14.00 x 21.00 cm,330.00 g.,Brochura,Vida Cristã,2022,81.20
"Deus, tecnologia e a vida cristã",Tony Reinke,Editora Fiel,360 páginas,16.00 x 23.00 cm,606.00 g.,Capa Dura,"Vida Cristã, Cosmovisão",2022,131.60
A esperança do céu: um resgate da visão beatífica,Michael Allen,Editora Fiel,194 páginas,14.00 x 21.00 cm,222.00 g.,Brochura,Teologia,2022,65.75
Outro Evangelho? - Uma resposta ao cristianismo progressista,Alisa Childers,Editora Fiel,272 páginas,16.00 x 23.00 cm,379.00 g.,Brochura,Vida Cristã,2022,83.45
Box 6: Série Aconselhamentos (Nº 48 ao Nº 57),Vários,Editora Fiel,480,12.00 x 16.00 cm,553.00 g.,Brochura,Aconselhamento,2022,200.00
Eu Sou: A Falsificação da Revelação Verbal no Ensino do Novo Testamento - Volume 5,Heber Carlos de Campos,Editora Fiel,432 páginas,16.00 x 23.00 cm,725.00 g.,Capa Dura,Teologia,2022,126.40
Hábitos Espirituais,David Mathis,Editora Fiel,264 páginas,14.00 x 21.00 cm,293.00 g.,Brochura,Vida Cristã,2022,68.10
Diego tenta escapar: Quando você estiver estressado,David Powlison,Editora Fiel,32 páginas,21.60 x 21.60 cm,140.00 g.,Brochura,Infantil,2022,37.90
João treme a cauda: Quando você estiver irado,David Powlison,Editora Fiel,32 páginas,21.60 x 21.60 cm,140.00 g.,Brochura,Infantil,2022,37.90
Desmascarando o Abuso: Um guia bíblico para ajudar as vítimas,Darby A. Strickland,Editora Fiel,448 páginas,16.00 x 23.00 cm,588.00 g.,Brochura,Aconselhamento Bíblico,2022,108.00
R.C. Sproul: a biografia,Stephen J. Nichols,Editora Fiel,448 páginas,16.00 x 23.00 cm,800.00 g.,Capa Dura,Biografia,2022,113.60
Sacerdócio Real,Edward T. Welch,Editora Fiel,256 páginas,14.00 x 21.00 cm,300.00 g.,Brochura,Devocional,2022,59.92
Providência,John Piper,Editora Fiel,864 páginas,16.00 x 23.00 cm,1224.00 g.,Capa Dura,Teologia,2022,209.80
O Rei Crucificado - Vitória por Meio do Sacrifício,Jeremy R. Treat,Editora Fiel,496 páginas,16.00 x 23.00 cm,654.00 g.,Brochura,Teologia,2022,118.70
Aninha Conta Mentiras - Quando é Difícil Falar a Verdade,Edward T. Welch,Editora Fiel,32 páginas,21.60 x 21.60 cm,135.00 g.,Brochura,Infantil,2022,37.90
Caio Estraga a Festa - Quando Você Sentir Inveja,Edward T. Welch,Editora Fiel,32 páginas,21.60 x 21.60 cm,135.00 g.,Brochura,Infantil,2022,37.90
Diego Tropeça nas Orelhas - Quando Você Fracassa,Edward T. Welch,Editora Fiel,32 páginas,21.60 x 21.60 cm,135.00 g.,Brochura,Infantil,2022,37.90
Gustavo Perde o Controle - Quando Você Desejar Demais Alguma Coisa,David Powlison,Editora Fiel,32 páginas,21.60 x 21.60 cm,135.00 g.,Brochura,Infantil,2022,37.90
Sofia Toma uma Atitude - Quando Você Tiver Medo de ser Excluído,Paul Tripp,Editora Fiel,32 páginas,21.60 x 21.60 cm,135.00 g.,Brochura,Infantil,2022,37.90
Como Meus Pais Nutriram a Minha Fé,Elisabeth Elliot,Editora Fiel,304 páginas,16.00 x 23.00 cm,655.00 g.,Brochura,Família e Relacionamentos,2022,70.40
Humanidade em crise: o fardo de pertencer a si mesmo,Alan Noble,Editora Fiel,336 páginas,16.00 x 23.00 cm,465.00 g.,Brochura,Teologia,2023,80.50
Ministério infantil: Fundamento e prática,Deepak Reju & Marty Machowski,Editora Fiel,232 páginas,16.00 x 23.00 cm,350.00 g.,Brochura,"Igreja, Ministério Infantil",2023,64.85
